EAN;CODIGO;DESCRICAO
7896094917408;56534;OFOLATO C/ 90 COMP
5702150142948;56535;LEXAPRO 10MG C/30 CPR C1
7891317476663;56536;ESC 10MG C/60 COMP REV C1
3337875613668;56537;HYALU B5 OLHOS 15ML
;56538;IMPACT TORTA DE LIMÃO 4 6X200ML
7896094916258;56539;LISADOR DIP 1G 25X8COM
7896094916296;56539;LISADOR DIP 1G 25X8COM
7899838860312;56540;ASPIRADOR 2500PA 12V 80W FUNÇÃO SOLIDO E LIQUIDO COM BICO PROLONGADOR
;56541;ESCOVA SECADORA 127V 1200W E 3 TEMPERATURAS
;56542;ESCOVA ALISADORA
7899838835044;56543;SECADOR DE CABELO GOLD 127V 1900W
;56544;SECADOR DE CABELO PRETO E PRATA 127V 1900W
7899838835969;56545;APARADOR DE PELOS (MULTIGROOM) 9 EM 1 COM MINI BOLSA PARA ACESSORIOS
;56546;PRANCHA MODELADORA GOLD
7899838865089;56547;CORTADOR DE CABELO 127V COM ESTOJO
;56548;ESCOVA SECADORA OVAL 127V
;56549;ESCOVA ROTATIVA MODELADORA 127V
;56550;PHARMATON MULHER C 30 COMP
;56551;ANSIECHÁ BEM CHÁ
7896226109275;56552;VICOG C 90 COMP
7896658033377;56553;HIDRADEEP INTENSIVE 200GR
7896673112101;56554;CORT UNHAS PEQ C/CONRRENTE
;56555;CALÇA TENA PANTS ULTRA G/XG 07UN L7P6
;56556;ESTRUTURA PORTA PALLETS SA190875
;56557;LG-Z/55#13 G-3D 2300MM - UNIDADE
;56558;GRAMA ESMERALDA (M2)
;56559;QUARTZOLIT ARG ACIII PORC - PISO S/PISO
7500435146159;56560;FR. PAMPERS PANTS AJUSTE TOTAL JUMBO G 16UN
;56561;QUARTZOLIT ARGAMASSA 20 KG.+
7500435146142;56562;FR. PAMPERS PANTS AJUSTE TOTAL JUMBO M 20UN
7500435146166;56563;FR. PAMPERS PANTS AJUSTE TOTAL JUMBO XG 14 UN
7500435146173;56564;FR. PAMPERS PANTS AJUSTE TOTAL JUMBO XXG 12UN
7898620011857;56565;TOALHA UMEDECIDA BABY CARE 100 UN
7898677380333;56565;TOALHA UMEDECIDA BABY CARE 100 UN
7898620011840;56566;TOALHA UMEDECIDA BABY CARE 50 UN
7898677380326;56566;TOALHA UMEDECIDA BABY CARE 50 UN
7898620011888;56567;TOALHA UMEDECIDA BEM CARE DEMAQUILANTE 30 UN
7898677380340;56567;TOALHA UMEDECIDA BEM CARE DEMAQUILANTE 30 UN
7898620011871;56568;TOALHA UMEDECIDA BEM CARE INTIMA 30 UN
7898677380357;56568;TOALHA UMEDECIDA BEM CARE INTIMA 30 UN
7899706171090;56569;NORMADERM PHYTOSOLUTION GEL INT 60G
7898040323578;56570;GENGIMIN 160 MG 15 COMP REV
7501037601718;56571;PILHA EVEREADY SM PALITO AAA4 C/4
7891317002787;56572;QUET XR 200 MG C/30 COMP REV C1
7891317029159;56572;QUET XR 200 MG C/30 COMP REV C1
;56573;ESM RISQUE MET MEU HOROSCOPO DO DIA BL 8ML
;56574;ESM CL RISQ ANTES QUE SATURNO VOLTE 8ML
;56575;ESM RISQUE MET JOGA ASTRAL NO MEU MAPA BL 8ML
;56576;ESM CL RISQUE A LOUCA DOS SIGNOS 8 ML
;56577;ESM CL RISQUE SAMBANDO INFER ASTRAL 8ML
;56578;ESM CL RISQUE EU NAO FOI MEU ASCENDENTE 8ML
;56579;HE-MEN 40 500MG 60CPS
7894222021171;56580;ESM DAILUS 1031 DONA DE MIM
7894222021188;56581;ESM DAILUS 1032 PROBLEMA MEU
7894222021195;56582;ESM DAILUS 1033 FACO MINHAS REGRAS
;56583;ESM DAILUS 1034 BASEADA EM AFETOS REAIS
7894222021218;56584;ESM DAILUS 1035 PROPRIEDADE DE NINGUEM
7894222021225;56585;ESM DAILUS 1036 BEM ME QUERO
;56586;ESM DAILUS 1037 NÃO SOU TODO MUNDO
;56587;ESM DAILUS 1038 MINHA MELHOR VERSÃO
7894222021256;56588;ESM DAILUS 1039 NASCI PRONTA
7894222021263;56589;ESM DAILUS 1040 NÃO ME COMPARE
;56590;ESM DAILUS 1041 BEM RESOLVIDA
;56591;ESM DAILUS 1042 OUSADIA E SER EU
;56592;ESM DAILUS 1043 QUEM EU QUISER SER
;56593;ESM DAILUS 1044 EDIÇÃO ESPECIAL
;56594;ESM DAILUS 1045 FEITA DE VERDADES
;56595;ESM  DAILUS 1046 NADA OFUSCA MEU BRILHO
7894222021720;56596;ESM DAILUS 1047 FIZ PORQUE QUIS
;56597;ESM DAILUS 1048 ORGULHO DE MIM
7894222021744;56598;ESM DAILUS 1049 LUTEI VENCI
;56599;ESM DAILUS 1050 RESISTO LOGO EXISTO
;56600;ESM DAILUS 1051 CHUCHU BELEZA
;56601;ESM DAILUS 1052 MAIOR BARATO
7894222027005;56602;ESM DAILUS 1053 PODES CRER
;56603;ESM DAILUS 1054 SACOU
;56604;TINT BEAUTY COLOR 10.11 LOURO CL PLAT
7899640806607;56605;CITTA 20 MG C/30COMP  C1
7891317014414;56605;CITTA 20 MG C/30COMP  C1
7896044952695;56606;KIT DESODORANTE GIOVANNA BABY CLASSIC ROSA 2 UNIDADES
;56607;INATIVO.NOREGYNA 1AMP 1ML + SERINGA CFP
7891058022778;56608;ALLENASAL 55MCG SPRAY NASAL 120 DOSES
;56609;NEOSTRATA MINE COR F60 40G + LENÇO
;56610;NEOSTRATA MINE F30 40G + CLEAN 60
7756509000043;56611;CABO MIC USB ANDROID BRANCO I2GCBL043WH
7898647781467;56611;CABO MIC USB ANDROID BRANCO I2GCBL043WH
7898647781450;56612;CABO MIC USB ANDROID PRETO I2GCBL043BK
7898647781610;56613;CABO IP5 6 MFI BRANCO I2GCBL074WH
7898647781627;56614;CABO IP5 6 MFI PRETO I2GCBL074BK
;56615;CR LEITE CEMIL TP 200GR
7898647781566;56616;ACENDEDOR USB AZUL I2GCAR012BU
7898647781382;56617;ACENDEDOR USB 2 SAI BRANCO I2GCAR197WH
7756509000197;56618;ACENDEDOR USB 2 SAIDAS PRETO I2GCAR197BK
7898647781368;56618;ACENDEDOR USB 2 SAIDAS PRETO I2GCAR197BK
7898647781474;56619;TOMADA USB PRETO I2GWL029BK
7756509000050;56620;FONE DE OUVIDO I2GO I2GEAR050
7898647785991;56621;FONE DE OUVIDO EAR BUD I2GEAR090
7898647780101;56622;SUPORTE VEICULAR MAG BASIC I2GCAO001
7898647784581;56623;POWER BANK 4000 MAH I2GBAT006
7898647784550;56624;PILHA TIPO AA C/2 UND I2GBAT004
7898647784567;56625;PILHA TIPO AAA C/2 UN I2GBAT005
7756509000371;56626;CABO AUXILIAR P2 P2 I2GAUX371
7756509000296;56627;ACENDEDOR USB BRANCO I2GCAR012WH
7898647781597;56627;ACENDEDOR USB BRANCO I2GCAR012WH
7898647782655;56628;CABO USB-C P/USB-A DE 1,2MT I2GCBL555BK
7898647784888;56629;CABO USB-C P/ USB-A DE 1,2 MT I2GCBL555RD
7898647784895;56630;CABO USB- P/ USB-A DE 1,2MT I2GCBL555PK
7898647784918;56631;CABO USB-C P/ USB-A DE 1,2MT I2GCBL555BL
7756509000203;56632;TOMADA 2 USB 2,1 AMPS I2GDBL203
7898647780095;56633;FONE COM MICROFONE ESTILO APPL I2GEAR001
7898647782556;56634;DISPLAY DE CHÃO 15 GANCHEIRAS I2GDSP013
7896181921844;56635;HEMITARTARATO RIVASTIGMINA 4,5MG 30CP C1 BIO
7891360477938;56636;WINNER LAPIS COR (FABER 111401) GRANDE 12X12 CORES
7891360477952;56637;WINNER LAPIS COR (FABER 111403) GRANDE 6X24
7891360623649;56638;WINNER LAPIS COR (FABER 111404) GRANDE 4X36 CORES
7894494464379;56639;WINNER TALÃO N. NEUTRA JANDAIA 50F
;56640;WINNER JANDAIA CARTOLINA 50X66 100F CARTOLINA BR 100
;56641;WINNER JANDAIA CADERNO UNIV. CD 1M ESP. 96F POPCARE REF-885
;56642;WINNER FITA ADESIVA 12MMX50M
;56643;WINNER FITA ADESIVA 18MMX50M
;56644;WINNER FITA CREPE 18MMX50M
;56645;CADERNO UNIV. CD 1M ESP.SD 96F AD. BO CLEAN
;56646;STARLUX JANDAIA CADERNO UNIVERSITARIO CD 10M ESP. 160F STILO R466
;56647;CACHOS E CRESPOS - CONDICIONADOR 500ML
7898132981785;56648;BIO EXTRATUS  CACHOS E CRESPOS - SHAMPOO 500ML
7898582381449;56649;TRANSTEC 20MG X 4 ADESIVOS A1
;56650;CH PREMIUM AZ B SIL ORTO 2 KUKA
7896000627827;56651;CH PREMIUM RS B SIL ORTO 2 KUKA
7896000629029;56652;CHUP SIL SOFT COMFORT N1 B RED AZUL KUKA
;56653;CHUP SIL SOFT COMFORT N1B RED ROSA KUKA
;56654;DAYVIT BALANCE C/30 COMP
;56655;GEL DE ARNICA SPORT 200G BEM CARE
;56656;HIDRATANTE BEM CARE FLOR DE CEREJEIRA 500ML
;56657;HIDRATANTE MORANGO CHAMPGNE BEM CARE 500ML
7898917164037;56658;HIDRATANTE BEM CARE CHEIRO DE BEBE 500ML
7892953003381;56659;LIBERFEM 2MG C/21 COMP
;56660;CABO FLEXIVEL 1,5MM BRANC
;56661;CABO FLEXIVEL 1,5MM AMARE
;56662;ARRUELA LISA ZINC 5/16
;56663;CABO FLEXIVEL 1,5MM AZUL
7896862960261;56664;GASTROGEL FRESH FR PLAS 240ML
;56665;CABO FLEXIVEL 1,5MM PRETO
;56666;CABO FLEXIVEL 6,0MM PRETO
;56667;CABO FLEXIVEL 4,0MM PRETO
;56668;CABO FLEXIVEL 2,5MM AMARE
;56669;FAME EVID MODULO INT SIMPLES 16A
;56670;FAME EVID MODULO TOM 20A
;56671;FAME EVID PLACA 4X2 01 MODULO
;56672;FAME EVID PLACA 4X2 CEGA
7896331706925;56673;ENEMIN 7X6,5  5G
;56674;FAME EVID PLACA 4X2 03 MODULOS
;56675;FAME EVID INT SIMPLES 16A
;56676;FAME EVID MODULO TOMADA 20A VERMELHA
7891142204103;56677;EPISOL PO EXTRA CLARA FPS50 10G
;56678;FAME EVID PLACA 4X4 4 MOD DIST
;56679;FAME BLANC PLACA CEGA FURADA 4X2
7899706172042;56680;DERCOS SH KERA SOLUTIONS 300ML VICHY
;56681;FAME BLANC TOMADA 20A
;56682;BATOM LIQ. MATTE LAUREN
;56683;ESM. DAIULUS 1025 SEGUE O BAILE CE JURA
;56684;FAME EVID MODULO INT PARALELO 16A
7898488011471;56685;GEL CANELA DE VELHO 220G
7898945443210;56686;LUVA P/ PROC NITRILICA SUPERMAX AZUL TAM G
7898945443593;56686;LUVA P/ PROC NITRILICA SUPERMAX AZUL TAM G
;56687;CAIXA MOD. SOBREPOR 4X2 BC MECTRONIC
;56688;FAME BLANC PLACA CEGA 4X2
;56689;FAME CANALETA ADESIVA 20X10X2000
;56690;FITA ISOLANTE 20M P22 PRYSMIAN
;56691;INTRAL LAMP LED TUB 18W
;56692;FAME EVID TOMADA 10A com placa
;56693;ABRACADEIRA TIPO D CUNHA 1/2
;56694;ARRUELA LISA ZINC 3/8
;56695;INTRAL LAMP LED 9W A60 BIV
;56696;CABO FLEXIVEL 2,5MM PRETO
;56697;CABO FLEXIVEL 2,5MM VERDE
;56698;CABO DE REDE CAT5 CONDUT
;56699;DUTO CANALETA PISO 25X12 CINZA
;56700;WURTH PLUG RJ 45 CAT 5
;56701;FAME TOM BARRA QUAD 2P+T 10A
;56702;FAME PLUG MACHO CZ 2P 10A
;56703;CABO FLEXIVEL 2,5MM AZUL
;56704;CABO FLEXIVEL 2,5MM VERME
;56705;CORDAO PARALELO 2X1,00MM BRANC
;56706;FAME EVID PLACA 4X2 02 MODULOS DIST
;56707;EXTINTOR DE INCENDIO 4 KG ABC
;56708;EXTINTOR DE INCENDIO 6 KG ABC
;56709;GESTAMAX C/60 CAPS GELATINOSAS
;56710;CLOR BUPROPIONA 150MG 60 CPR C1
;56711;AVENE MAT PERFECT FPS 30 50ML
;56712;AVENE MAT PERFECT FPS60 50ML
7898948648513;56713;ANDRACTIV C 30 CAPS GEL
;56714;YASMIN 3MG+0,03MG C/ 63 COMP + 21CPR
;56715;FAME EVID PLACA 4X2 SAIDA DE FIO
;56716;FAME PLUG MACHO 2P 10A PT
;56717;FAME PLUG FEMEA CZ 2P+T 10A
;56718;FAME EVID MODULO TOM 10A
;56719;FAME EXT CAIXA PADRAO P CANALETAS
;56720;FAME PLUG FEMEA CZ 2P+T 20A
;56721;FAME BLANC PLACA RED 4X2
;56722;FAME BLANC 2TOMADAS 10A
;56723;FAME BLANC INT 1TECLA SIMPLES
;56724;FAME BLANC PLACA 4X4 REDONDA
;56725;FAME TOM BARRA DUPLA 2P+T 10A
;56726;FAME TOM BARRA TRIPLA 2P+T 20A
;56727;INTRAL LAMP LED 12W A60 BIV
;56728;INTRAL LAMP LED 30W
;56729;INTRAL LAMP LED 15W A67 BIV
7899706172080;56730;VICHY DERCOS COND KERA SOLUTIONS 200ML
;56731;INAT. BOLSA TERMICA GEL PEQUENA MERCUR BC0130-P20
7896094917835;56732;RINOSORO JET XT 0,9% 100ML
;56733;OSTEOFIX 600MG+D 60 CPR
7898911689130;56734;REMOVEDOR DE CUTICULA REPOS 120GR
7898911689147;56735;CREME MAOS E PES REPOS C/UREIA 120GR
7899640800155;56736;ALOFF 5MG C/ 10 COMP REV
7891317013875;56736;ALOFF 5MG C/ 10 COMP REV
;56737;SH. SOCORRO CAPILAR RECONSTRUCAO INTENSA 300ML SL
7891317013905;56738;ALOFF XPE 100ML
7899640800216;56738;ALOFF XPE 100ML
7891317013912;56739;ALOFF XPE 60ML
7899640800209;56739;ALOFF XPE 60ML
7896094917033;56740;AIPRI 10MG C/ 30 COMP C1
7891317004965;56741;PERIVASC 1000MG C/ 30 COMP REV
3337875597449;56742;CERAVE LOCAO FACIAL HIDRAT 52ML
7899706186698;56742;CERAVE LOCAO FACIAL HIDRAT 52ML
;56743;SAND. HAVAIANAS BABY DISNEY CLA AMAR LIMAO 7598 MA
;56744;SAND. HAVAIANAS BABY DISNEY PRINCESS ICE 0642 MD
;56745;SAND. HAVAIANAS BABY DISNEY PRINCESS BEGE 0121 MD
;56746;SAND. HAVAIANAS BABY HEROIS TURQUESA/VERM 7863MD
;56747;SAND. HAVAIANAS SLIM BORDO 3282|B
;56748;SAND. HAVAIANAS SLIM AREIA/DOURADO 2719 B
;56749;SAND. HAVAIANAS SLIM ROSA BALLET 0076 B
;56750;SAND. HAVAIANAS COLOR FUN ICE BLUE 642|MA
;56751;CORRETIVO CAMALEAO MATTE NUDE CLARO 01 BE AURORA
7890541547729;56752;SAND. HAVAIANAS KIDS MAX MAR/AZUL ACO 718 MA
;56753;SAND. HAVAIANAS TREND MAR/MAR/BCO 306/MA
7895296231022;56754;GALANTAMINA 16MG (C1) GEN 28 CPR-NVG
;56755;PALLET DE MADEIRA
;56756;ONE DAY ACELERADOR DE BRONZEADO LOCAO - 150G  REF.854
7896658033971;56757;SEMBLE FORT PROFUSE 30CPS
;56758;CAFETEIRA  (USO E CONSUMO)
7898221456675;56759;GRILL MULTIFUNCIONAL CADENCE 110V
7898049793310;56760;IVERMECTINA 6MG GEN 4 CPR-VTG
7898602910321;56761;SIM CARD 4G P38 FIXO 2/3/4FF OLHAL MG
7899838866543;56762;MULTILASER VITA 3G C/ BASE (FIXO) PRETO
;56763;PROTETOR LABIAL LABY LIP CARE NATURAL 3,2G BRAVIR
;56764;PROTETOR LABIAL LABY MANTEIGA CACAU FPS8 3,2G BRAVIR
;56765;PROTETOR LABIAL LABY MEN FRESH MINT 3,2G BRAVIR
;56766;PROTETOR LABIAL ULTRA HIDRAT. LABY REPAIR 7,5G BRAVIR
7896186002968;56767;PROTETOR LABIAL LABY FPS15 ACAI/GUARANA 4,5G BRAVIR
;56768;PROTETOR LABIAL LABY FPS15 MORANGO SENSAÇÃO 4,5G BRAVIR
;56769;PROTETOR LABIAL LABY SPORT FPS50 3,2G BRAVIR
7896033204767;56770;CHUP. LILLO DISNEY MICKEY TAM. 2 PRETO REF.305821
7896033204750;56771;CHUP. LILLO FUNNY MINNIE ORTO TAM. 1  REF.305731
7896033204644;56772;CHUP. LILLO SOFT CALMING TAM.1 REF.623031
7702031610830;56773;DESITIN CREAMY 113G
;56774;KIT CHUP. LILLO DIA E NOITE C/2UN REF.622510
;56775;ATODERM INTENSIVE BAUME 75 ML
;56776;COPO LILLO ANIMALS SAPO 207ML REF.618281
;56777;COPO LILLO ANIMALS CACHORRO 207ML REF.618291
7896033212359;56778;MAM. LILLO SUPER EVOLUTION DISNEY MINNIE MOUSE 300ML REF.305431
7896033231831;56779;COPO COLORS MAGIA BEBEDOR EM TPE LILLO MENINO REF.624321
7896033231848;56780;COPO COLORS MAGIA BEBEDOR EM TPE LILLO MENINA REF.624331
7896033212311;56781;MAM. LILLO DISNEY MINNIE MOUSE VERMELHA 180ML REF.305231
7896098813805;56782;COPO ANTIVAZAMENTO NUK KIDDY CUP DISNEY TOY STORY 300ML
;56783;COPO TREINAMENTO NUK FC DISNEY TOY STORY 150ML
7896098813225;56784;KIT CHUPETAS NUK SENSITIVE SOFT SIL C/2 TAM. 1
7896046300708;56785;ARULATAN 50MCG ML SOL OFTX 2,5ML
7896512935557;56786;TALCO GRANADO GEL BEBE PELE SENSIVEIS 80G
7891150066816;56787;DES. SUAVE AERO HIDRALOE 150ML
7896512927606;56788;LENCO UMEDECIDOS BEBE GRANADO LAVANDA 50UN
7896512914255;56789;MANTEIGA EMOLIENTE GRANADO PINK 60G
7896512922465;56790;SAB. REFIL GRANADO BEBE ERVA DOCE 250ML
7896004753324;56791;MECICLIN 300MG C/ 32 CAPS
7896509975726;56792;TINTURA BEAUTY COLOR 6.36 CHOCOLATE MAUVE
7896512919878;56793;CR. CUTICULAS GRANADO 100G PINK
7896512914248;56794;ESFOLIANTE GRANADO 80G PINK PEDRA POMES
7896512914224;56795;GEL PES PERNAS GRANADO 120G PINK
;56796;LENCO UMEDECIDOS BEBE GRANADO ERVA DOCE 50UN
7896512935540;56797;LENCO UMEDECIDOS BEBE GRANADO PELES SENSIVEIS 50UN
7896512927231;56798;OLEO FORTALECEDOR UNHAS GRANADO 10ML PINK
7896512939524;56799;OLEO SECANTE UNHAS GRANADO 10ML PINK NUTRITIVO
;56800;REMOVEDOR ESMALTE GRANADO 75ML PINK SEM ACETONA
7896512936028;56801;REPELENTE GRANADO 110ML BEBE PELES SENSIVEIS
7896512913661;56802;SAB GRANADO 080G BARBEAR
7896512936691;56803;SAB GRANADO BEBE PELES SENSIVEIS 90G
7896512941947;56804;SAB GRANADO GLICERINA BEBE CAMOMILA 90G
7896512930019;56805;SAB GRANADO GLICERINA CHA BRANCO 90G
7896512940209;56806;SAB GRANADO GLICERINA GENGIBRE 90G
7896512928122;56807;SAB GRANADO GLICERINA LAVANDA 90G
7896512941923;56808;SAB.GRANADO GLICERINA BEBE CAMOMILA 250ML
7896512941930;56809;SAB. REFIL GRANADO GLICERINA BEBE CAMOMILA 250ML
7896512914415;56810;TALCO ANTISSEP GRANADO CREMOSO PINK 100G
;56811;TROPHIC BASIC 800G
7896033204699;56812;CHUP. LILLO SOFT COMF.100 SIL ANAT F1 AZ
7896033204736;56813;CHUP. LILLO SOFT COMF.100 SIL ANAT F1 RS
7896033204705;56813;CHUP. LILLO SOFT COMF.100 SIL ANAT F1 RS
7896033204828;56814;CHUP. LILLO ELEGANCY GLOW ORT SIL F1 NELT
7896033204835;56815;CHUP. LILLO ELEGANCY GROW ORT SIL F2 NELT
;56816;DIPIRONA 500MG/ML GEN 10ML GTS PHARLAB
;56817;LUVA NITRILICA C/100 DESCARPACK P
7702031245131;56818;DESITIN MAXIMA PROTECAO 57G
7702031694908;56818;DESITIN MAXIMA PROTECAO 57G
;56819;CONJUNTO PANELAS 5 PECAS - ALCAST CINZA CLASSIC
;56820;DES. GILLETTE CLEAR SER DEO 82G ANTIBACTERIANO
7891142204288;56821;HYDRAPORIN AI SAB LIQ 200 ML
7500435137737;56822;CR. DENTAL INF ORAL-B KIDS 50G PRINCESAS
7500435147194;56823;CR. DENTAL ORAL-B 3D WHITE 102G CARVAO
7500435146340;56824;ESC. DENT. INF ORAL-B STAGES 1UN 3A+ SPIDERMAN/MACIA
7896004751016;56825;DESVENLAFAXINA 100MG 30CP C1 EMS
7891176117806;56826;CR. TRAT NEUTROX 1KG SOS
7500435017046;56827;ESC. DENT. INF ORAL-B STAGES 1UN-SM N4 STAR WARS
7500435138710;56828;ESC. DENTAL ORAL-B COLOR COLLECTION 5UN
7500435138703;56829;ESC. DENT. ORAL-B DETOX 3UN ULTRAFINO
7500435113823;56830;ESC. DENT. ORAL-B INDIC COLORS 4UN 35-PACK ANUAL
7898582381944;56831;DAMATER OMEGA C/ 30 CAPS
7898582382385;56831;DAMATER OMEGA C/ 30 CAPS
7500435143790;56832;ESC. DENT. ORAL-B WHITENING THERAPHY C/2UN PURIFICATION
7506339398236;56833;KIT CR. DENT ORAL B 3D WHITE BRILLIANT FRESH 70G
7500435150286;56834;KIT CR. DENT. ORAL-B 3X70G ESCUDO A-ACUCAR MENTA SV
7500435150293;56835;KIT CR. DENT. ORAL-B 3X70G EXTRA FRESH
7500435150248;56836;CR. DENT ORAL-B 70G EXTRA BRANCO MENTA
7500435150255;56836;CR. DENT ORAL-B 70G EXTRA BRANCO MENTA
7500435150279;56837;CR. DENTAL ORAL B ESCUDO ACUCAR 70G
7500435150309;56838;CR. DENTAL ORAL B EXTRA FRESH 70G
7891150055681;56839;COND. CLEAR ANTICASPA FLOR DE CEREJEIRA 200ML
7898636190836;56840;ASEPXIA GEL SECATIVO 15GR
4005800223136;56841;CR REPARADOR EUCERIN AQUAPHOR 49G
7891045043489;56842;CENTRUM SELECT HOMEM 60 CP
7896009498183;56842;CENTRUM SELECT HOMEM 60 CP
3282770206968;56843;AVENE EMULSAO SOLAR COR FPS70 40G
7896012878804;56844;FR. BIG FRAL CONFORT/REGULAR AD XG C/7
7896012880289;56844;FR. BIG FRAL CONFORT/REGULAR AD XG C/7
;56845;CALMINEX HOT C/10 SACHES
7898364560093;56846;CORDA VARAL TORCIDA N3 ARGOVIA SORT 10M
7898364560130;56846;CORDA VARAL TORCIDA N3 ARGOVIA SORT 10M
7896480633264;56847;FILME PVC PRATIK 28CMX15M
;56848;FITA EMPACOTAMENTO ADERE 45X40 TRANSP
7896007912124;56849;FOSFORO FIAT LUX MADEIRA C/10
7896007912131;56849;FOSFORO FIAT LUX MADEIRA C/10
7896007913121;56849;FOSFORO FIAT LUX MADEIRA C/10
7891035396250;56850;INSETICIDA AERO MULTI SBP 273ML
7896051020127;56851;PALITO GINA C/100
7896051090144;56851;PALITO GINA C/100
7896480636739;56852;PAPEL ALUMINIO PRATIK 30CMX4M
7896996600309;56853;PRENDEDOR DE ROUPA MADEIRA CRISTAL C/12UN
7894650014035;56854;REPELENTE OFF LOCAO FAMILY 60ML
;56855;CURATIVO HIDROCOLOIDE P/ACNES 12MM C/24 UN SANFARMA
;56856;CANETA COMPACTOR JET LUX C/4UN
;56857;ESPONJA TININDO MULTIUSO C/4UN
7899278900975;56858;EXTENSAO MEGATRON 0,75 3M BRANCA 3TOMADAS
7891021002134;56859;FILTRO PAPEL BRIGITTA 103 C/30UN
7891021002127;56859;FILTRO PAPEL BRIGITTA 103 C/30UN
7896480659882;56860;GUARDANAPO PRATIK 19,5X19,5  C/50 FOLHAS
7891191001098;56861;PAPEL REPORT A4 SENINHA 100FOLHAS 75G
7898059545831;56862;TORNEIRA P/ FILTRO HERC 1104 5/8 SM
7898059545091;56862;TORNEIRA P/ FILTRO HERC 1104 5/8 SM
;56863;PAO NUTRELLA INT 450G 7 GRAOS
382903204892;56864;AGULHA CANETA INSUL 4MM PENTA EASYFLOW C/100 UN
7891065094898;56865;CADEADO PADO LT-20MM FP
7891065041687;56865;CADEADO PADO LT-20MM FP
7891065000141;56865;CADEADO PADO LT-20MM FP
7891065098889;56866;CADEADO PADO LT-35MM FP
;56867;SILICONE BRASCOVED ALTA TEMPERATURA PRETO 50G
7898380920017;56868;PAPEL INK PREMIUM A4 500 FOLHAS 75G
7896980495829;56869;BOLSA COSTAS AVENGERS DYH-658
7896980495812;56870;BOLSA COSTAS SPIDERMAN DYH-657
7897186091754;56871;BOLSA COSTAS MINNIE DYH-337
7897186091778;56872;BOLSA COSTAS PRINCES DYH-339
3282770206036;56873;ACTINE PROT SOLAR ANTIOLESIODADE FPS60 40G
7896004763576;56874;HIDROXICLOROQUINA 400MG GEN 30 CPR REV-EMS
;56875;BANANA BOAT ADVANCED PROTECTION FPS 50 180ML
;56876;OVO PASCOA TOC MIX LEITE 50G
;56877;OVO PASCOA TOC MIX LEITE 250G
;56878;BALANCA DIGITAL A5 180KG MOMENT
;56879;OVO PASCOA TOC MIX LEITE 150G
7898602960937;56880;KIT SIST CRESC VITA SEIVA 300ML CAVALO R
;56881;WAFER TRENTO CREPE CHOCO 14G
;56882;WAFER TRENTO CREPE AVELA 14G
7896235353324;56883;SHAMPOO MONANGE HIDRATA COM PODER 325ML
7896235353331;56884;SHAMPOO MONANGE LISOS TE QUERO 325ML
7896235353348;56885;SHAMPOO MONANGE CACHOS QUE TAL 325ML
7896235353355;56886;SHAMPOO MONANGE QUIMICA SEM DRAMA 325ML
7896235353362;56887;SHAMPOO MONANGE RESTAURA QUE GOSTO 325ML
7896235353379;56888;SHAMPOO MONANGE BOOST CRESCIMENTO 325ML
7896235353386;56889;SHAMPOO MONANGE DETOX TERAPIA 325ML
;56890;SH. MONANGE AGENDA CAPILAR 250ML
7896235353416;56891;COND. MONANGE CACHOS QUE TAL 325ML
7896235353423;56892;COND. MONANGE QUIMICA SEM DRAMA 325ML
7896235353447;56893;COND. MONANGE BOOST CRESCIMENTO 325ML
7896235353454;56894;COND. MONANGE DETOXTERAPIA 325ML
;56895;FINALIZADOR MONANGE AGENDA CAPILAR HIDRAT. 30ML
7896235353546;56896;FINALIZADOR MONANGE AGENDA CAPILAR NUTRICAO 30ML
;56897;FINALIZADOR MONANGE AGENDA CAPILAR RECONST. 30ML
7896235353577;56898;GELEIA CAPILAR MONANGE CONDICIONANTE CACHOS QUE TAL 300G
;56899;CR. TRAT MONANGE AGENDA CAPILAR 300G
7896235353515;56900;ESFOLIANTE CAPILAR MONANGE BOOST CRESCIMENTO 150ML
70330143395;56901;CANETA BIC CRISTAL SORTIDA C/4
70330147768;56901;CANETA BIC CRISTAL SORTIDA C/4
70330144149;56901;CANETA BIC CRISTAL SORTIDA C/4
7899701868360;56902;ABRIDOR DE GARRAFA MULTIUSO COD.36584
7899701804306;56903;ABRIDOR DE GARRAFAS E LATAS INOX COD.25318
7899701877089;56904;ACENDEDOR DE FOGAO COLOR FLAME 22CM COD.34572
7898297177016;56905;AGULHA COMUM P/FOGAO C/2 PCS COD.30180
7897474200073;56906;AMOEBA 110G COD.34693
7898297172394;56907;CABIDE ADULTO C/6 PCS COD.01440
7897764800099;56908;CAIXA TERMICA ISOPOR 18LTS COD.03346
7899701855490;56909;CANIVETE ARTICULAVEL 3,5 PONTA LARGA ACO INOX COD.33312
7899701855506;56910;CANIVETE ARTICULAVEL 3,5 ACO INOX COD. 33313
;56911;TRIDENT MINTS MORANGO 22,5G
7896359029372;56912;CESTO ORGANIZADOR REDONDO BRANCO 20LTS COD.35686
;56913;KIT LAPIS COR EVOLUTION 12 CORES+LAPIS+CANETA+APONTADOR
;56914;COADOR PANO GRANDE PRINCESA 16X11CM COD. 33087
;56915;CONJ C/2 SABONETEIRAS COD.33368
7896952540243;56916;CONJ C/4 POTES RET. PMG+MINI DECOR CORUJA COD.32781
7896952506539;56917;CONJ C/4 POTES RETANGULARES PMG+MINI COD.02360
